scan_id,flow_mm_s,lag_frames,pair_count,acf
flow07,7,108,383,-0.07802516125355119
flow07,7,109,382,-0.093978211165979972
flow07,7,110,381,0.010827874718405498
flow07,7,111,380,0.042696222416092527
flow07,7,112,379,0.0008521461144746365
flow07,7,113,378,-0.050843654292834189
flow07,7,114,377,0.012009183122977354
flow07,7,115,376,-0.0020975493808734224
flow07,7,116,375,-0.0035573054780865818
flow07,7,117,374,0.0044997519541927706
flow07,7,118,373,0.054364114981763988
flow07,7,119,372,0.059455682778261597
flow07,7,120,371,0.036028457028081232
flow07,7,121,370,0.028267959854359991
flow07,7,122,369,0.0055257577362759118
flow07,7,123,368,0.019370904746363063
flow07,7,124,367,0.0037861119457625538
flow07,7,125,366,0.0049428698311775624
flow07,7,126,365,0.0050921834205008547
flow07,7,127,364,0.072591594794056136
flow07,7,128,363,0.016473564675086365
flow07,7,129,362,-0.026333811245328666
flow07,7,130,361,-0.10265457577279084
flow07,7,131,360,-0.071969515401021214
flow07,7,132,359,-0.050461057528538585
flow07,7,133,358,-0.056262307447223818
flow07,7,134,357,-0.055608722759786067
flow07,7,135,356,0.011848522190410158
flow07,7,136,355,-0.017164168413697275
flow07,7,137,355,-0.033266629842529781
flow07,7,138,353,-0.031278819219057008
flow07,7,139,353,-0.027808619774620062
flow07,7,140,351,0.0032206481012326104
flow07,7,141,350,0.037992745174220424
flow07,7,142,349,-0.02853912541369873
flow07,7,143,348,0.0089643185511283918
flow07,7,144,347,0.041118073475843592
flow07,7,145,346,-0.0042016214159620504
flow07,7,146,345,-0.01673074244748916
flow07,7,147,345,0.011438526035595057
flow07,7,148,344,-0.0038125045288162256
flow07,7,149,343,0.010713956032387841
flow07,7,150,342,0.028690157284425241
flow07,7,151,341,0.049083967865056831
flow07,7,152,340,-0.013478946755006794
flow07,7,153,339,0.06298077978429896
flow07,7,154,338,0.10938222872286665
flow07,7,155,337,0.070096161468899423
flow07,7,156,336,-0.012809326767001606
flow07,7,157,335,0.015338254242698607
flow07,7,158,334,-0.025673624537914427
flow07,7,159,333,0.062937265292753466
flow07,7,160,332,0.02612859200337982
flow07,7,161,331,-0.0038026805019231494
flow07,7,162,330,-0.016298619188403494
flow07,7,163,329,-0.028475230031487629
flow07,7,164,328,-0.03539158535554817
flow07,7,165,327,-0.017525257686185451
flow07,7,166,326,-0.028924169012922885
flow07,7,167,325,-0.023167487682263923
flow07,7,168,324,0.056215238896905433
flow07,7,169,323,0.0031638566222608215
flow07,7,170,322,-0.030477857030030479
flow07,7,171,321,-0.049809823733384745
flow07,7,172,320,0.048919743844147053
flow07,7,173,319,0.012204101667334093
flow07,7,174,318,0.028738781764690274
flow07,7,175,317,0.013619524013868964
flow07,7,176,316,0.03151204116570018
flow07,7,177,315,-0.024082224300911597
flow07,7,178,314,0.04780105128352375
flow07,7,179,314,0.019311275654175664
flow07,7,180,313,0.016714229033828559
flow07,7,181,312,-0.0046672796937811843
flow07,7,182,311,0.015772841285545711
flow07,7,183,310,0.07659076234415188
flow07,7,184,309,0.054431012503673284
flow07,7,185,308,-0.013871308966803728
flow07,7,186,307,-0.012931838991587074
flow07,7,187,306,0.038903292358524445
flow07,7,188,305,-0.026978598452653674
flow07,7,189,304,-0.065973848062135299
flow07,7,190,303,-0.096831255623343743
flow07,7,191,302,-0.082030109873029194
flow07,7,192,301,-0.046620240020378706
flow07,7,193,300,-0.11682185622993022
flow07,7,194,299,-0.10575158581095707
flow07,7,195,298,-0.075111731339623275
flow07,7,196,297,-0.030735898815456752
flow07,7,197,296,-0.099727844786740696
flow07,7,198,295,-0.10216994549295302
flow07,7,199,294,-0.15436498814251756
flow07,7,200,293,-0.070905962440726333
flow10,10,0,484,1
flow10,10,1,480,0.38262836245744936
flow10,10,2,478,0.3206837599827439
flow10,10,3,476,0.22914986343737018
flow10,10,4,474,0.1876747489191547
flow10,10,5,472,0.13819856579363354
flow10,10,6,470,0.06432818785270103
flow10,10,7,468,0.024359362752511219
flow10,10,8,466,0.020616416891342641
flow10,10,9,464,0.072625116516867622
flow10,10,10,462,0.054401197474888197
flow10,10,11,460,0.10285376802991482
flow10,10,12,458,0.041443931377485435
flow10,10,13,456,0.084871939059979487
flow10,10,14,454,0.109072626441872
flow10,10,15,453,0.14380435239895814
flow10,10,16,452,0.082223582047511998
flow10,10,17,451,0.070259133288168185
flow10,10,18,450,0.093145641080780633
flow10,10,19,449,0.13642759283707095
flow10,10,20,448,0.1234679867729766
flow10,10,21,447,0.092803324251195585
flow10,10,22,446,0.05318151964799045
flow10,10,23,445,0.016961716756043205
flow10,10,24,444,0.16647501795526268
flow10,10,25,443,0.095940983726537088
flow10,10,26,442,0.077465912955859306
flow10,10,27,441,0.045123976752777267
flow10,10,28,440,0.083474726751964462
flow10,10,29,439,0.095567037867291746
flow10,10,30,438,0.13155693196696117
flow10,10,31,437,0.11220001187746924
flow10,10,32,436,0.086807571025587144
flow10,10,33,435,0.098899593577559078
flow10,10,34,434,0.044733356575927953
flow10,10,35,433,0.051944327039341917
flow10,10,36,432,0.050583827036860964
flow10,10,37,431,0.063926307069125207
flow10,10,38,430,0.0016502632407842013
flow10,10,39,429,0.027200505443726913
flow10,10,40,428,0.045735007058030519
flow10,10,41,427,0.054533814859654181
flow10,10,42,426,0.10957914436840488
flow10,10,43,425,0.10117259201166998
flow10,10,44,424,0.094312415456822007
flow10,10,45,423,0.12864689820397629
flow10,10,46,422,0.09030472758447361
flow10,10,47,421,0.031545959915568286
flow10,10,48,420,0.091347701827740838
flow10,10,49,419,0.052365998663657418
flow10,10,50,418,0.081379361076085427
flow10,10,51,417,0.047650051631530237
flow10,10,52,416,0.01663194252826487
flow10,10,53,416,0.017307642588528457
flow10,10,54,414,-0.016314087466836217
flow10,10,55,413,0.027249135388925049
flow10,10,56,412,0.019419032070632582
flow10,10,57,411,-0.0073653225121103399
flow10,10,58,410,0.019939983325788772
flow10,10,59,409,0.040025721017055677
flow10,10,60,408,-0.0057163545790391108
flow10,10,61,407,0.00044689630185722434
flow10,10,62,407,0.025849285018313118
flow10,10,63,407,-0.0012395989517809689
flow10,10,64,407,0.031687661108054876
flow10,10,65,407,-0.032708946671510759
flow10,10,66,407,-0.035976794455363809
flow10,10,67,407,-0.02415337367821695
flow10,10,68,407,-0.11383219364129155
flow10,10,69,407,-0.037333046511045416
flow10,10,70,407,-0.028959044828136719
flow10,10,71,407,-0.028513130992184971
flow10,10,72,407,0.028514813970663203
flow10,10,73,407,0.03270406893783058
flow10,10,74,407,0.11068377314162142
flow10,10,75,407,0.043817358424653625
flow10,10,76,406,0.034758685682737475
flow10,10,77,405,-0.0015138795489115309
flow10,10,78,404,-0.025350783860522662
flow10,10,79,403,-0.11445745994929865
flow10,10,80,402,-0.13665097103194451
flow10,10,81,401,-0.098532983974601307
flow10,10,82,400,-0.092972110586643772
flow10,10,83,399,-0.064806294206912474
flow10,10,84,398,-0.050866360919774783
flow10,10,85,397,-0.085109475238840743
flow10,10,86,396,-0.081933222053400853
flow10,10,87,395,-0.045814992486890936
flow10,10,88,394,-0.061192314621494437
flow10,10,89,393,-0.036832921005205452
flow10,10,90,392,-0.084631800358316633
flow10,10,91,391,0.043624849826427101
flow10,10,92,390,-0.0089676536394042751
flow10,10,93,389,-0.016003149054192832
flow10,10,94,388,-0.050019610364748369
flow10,10,95,387,-0.015593892588559657
flow10,10,96,386,0.014218990657386096
flow10,10,97,385,-0.047513383039973447
flow10,10,98,384,-0.057216133051737582
flow10,10,99,383,-0.09999870132384657
flow10,10,100,382,-0.063103428865641131
flow10,10,101,381,-0.042633727944679262
flow10,10,102,380,-0.037273711684240846
flow10,10,103,379,-0.069636740901459632
flow10,10,104,378,-0.042514581019890391
flow10,10,105,377,-0.07600626754468752
flow10,10,106,376,-0.043398777429591424
flow10,10,107,375,-0.0095641295716034341
flow10,10,108,374,-0.12708324098557744
flow10,10,109,373,0.0052381344301965522
flow10,10,110,372,-0.030056325159352474
flow10,10,111,371,-0.013386179534595352
flow10,10,112,370,-0.015605057030114623
flow10,10,113,369,0.0051970368704422456
flow10,10,114,368,0.009084506479572825
flow10,10,115,367,0.084421536242680867
flow10,10,116,366,0.030278405855314706
flow10,10,117,365,-0.018229190348907021
flow10,10,118,364,-0.010940333805591685
flow10,10,119,363,-0.020117133012420841
flow10,10,120,362,0.025447850628516872
flow10,10,121,361,-0.064637659584522056
flow10,10,122,360,-0.09020443372966705
flow10,10,123,359,-0.10175311531124263
flow10,10,124,358,-0.027660528103881643
flow10,10,125,357,-0.061973005931620542
flow10,10,126,356,-0.050410162996640008
flow10,10,127,355,-0.035001932879252046
flow10,10,128,354,-0.067160427616618404
flow10,10,129,353,0.012290859279221413
flow10,10,130,352,-0.085308014064610443
flow10,10,131,351,-0.058119460524247449
flow10,10,132,350,-0.11124480394857099
flow10,10,133,349,0.021705914399059667
flow10,10,134,348,-0.0029292172329641662
flow10,10,135,347,0.041958761405974904
flow10,10,136,346,0.015331798441930026
flow10,10,137,345,0.0021438451517938246
flow10,10,138,344,-0.040351064011364748
flow10,10,139,343,0.0031682692550448629
flow10,10,140,342,0.027271712946643843
flow10,10,141,341,-0.035691626493392366
flow10,10,142,340,-0.041062984166773807
flow10,10,143,339,-0.012429312196040656
flow10,10,144,338,0.066535639716262654
flow10,10,145,337,0.030414225954076713
flow10,10,146,336,0.1016749110970582
flow10,10,147,335,0.05918140868324618
flow10,10,148,334,0.12125400278657544
flow10,10,149,333,0.076719895648092964
flow10,10,150,333,0.074484811224499459
flow10,10,151,332,0.032196456495800573
flow10,10,152,331,-0.035153433490996477
flow10,10,153,330,-0.044289402525338431
flow10,10,154,329,-0.081645505555908868
flow10,10,155,328,-0.018656588161171925
flow10,10,156,327,-0.10746783833090402
flow10,10,157,326,0.014125175089896599
flow10,10,158,325,-0.0031491206758419948
flow10,10,159,324,0.048768743212576543
flow10,10,160,323,0.12652856848366573
flow10,10,161,322,0.096511336120940011
flow10,10,162,321,0.049750257771724253
flow10,10,163,320,0.017065630581283051
flow10,10,164,318,0.036353789356448243
flow10,10,165,317,0.081512704890918442
flow10,10,166,316,0.071176493534528873
flow10,10,167,315,0.0070981073525478834
flow10,10,168,314,0.062945117664280126
flow10,10,169,313,0.069077766184564099
flow10,10,170,312,0.079178172279846221
flow10,10,171,311,0.060411721142642934
flow10,10,172,310,-0.025317701976391892
flow10,10,173,309,-0.0074753305791940231
flow10,10,174,308,0.0048370291889909666
flow10,10,175,307,0.022705098530552876
flow10,10,176,306,0.015851587032680498
flow10,10,177,305,-0.0091655602864607853
flow10,10,178,304,-0.0010650725359217337
flow10,10,179,303,0.039706386500104197
flow10,10,180,302,-0.0075319518910209222
flow10,10,181,301,0.061869707707764419
flow10,10,182,300,0.066877122465685057
flow10,10,183,299,0.080276765063745065
flow10,10,184,298,0.15391218459077727
flow10,10,185,297,0.18715875701758394
flow10,10,186,296,0.10970181174272511
flow10,10,187,295,0.14445371248771863
flow10,10,188,294,0.15809263354236247
flow10,10,189,293,0.15775887070832378
flow10,10,190,292,0.2241831792211858
flow10,10,191,291,0.17727729713641327
flow10,10,192,290,0.19005838947971396
flow10,10,193,289,0.13755823393900241
flow10,10,194,288,0.049266352583525713
flow10,10,195,287,0.035021271294330178
flow10,10,196,286,0.049149686518045355
flow10,10,197,285,-0.036124597425484364
flow10,10,198,284,-0.040040948008581073
flow10,10,199,283,-0.015778744917999438
flow10,10,200,282,-0.012672677354095567
