diameter_um,mode,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,input_table,value_column,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero,flow01,flow03,flow05,flow07,flow10
285,raw,11,250,275,262.5,background_real_tail_covariation.csv,rho,5,0,0.16334271756498722,0.10067038227609212,0.24627649645612359,5,0,0,0.24627649645612359,0.13191459393526234,0.22735665569021893,0.10067038227609212,0.16334271756498722
285,raw,12,275,300,287.5,background_real_tail_covariation.csv,rho,5,0,0.14174479673352522,0.1202068064670819,0.20318573227332448,5,0,0,0.20318573227332448,0.13607993543416438,0.14174479673352522,0.20052955584496515,0.1202068064670819
285,raw,13,300,325,312.5,background_real_tail_covariation.csv,rho,5,0,0.14932427007787621,0.10744594361547495,0.29664301739411586,5,0,0,0.12727425521538346,0.14932427007787621,0.16592273952467324,0.29664301739411586,0.10744594361547495
285,raw,14,325,350,337.5,background_real_tail_covariation.csv,rho,5,0,0.16717471737931031,0.10297219753427243,0.29750387664581407,5,0,0,0.16717471737931031,0.10297219753427243,0.24005421688750045,0.29750387664581407,0.13160744099144867
285,raw,15,350,375,362.5,background_real_tail_covariation.csv,rho,5,0,0.19737947680018395,0.049229763866253669,0.23033974275022423,5,0,0,0.11824862049192665,0.20842240479567534,0.19737947680018395,0.23033974275022423,0.049229763866253669
285,raw,16,375,400,387.5,background_real_tail_covariation.csv,rho,5,0,0.19599574108050685,0.09177907960869422,0.23329941482929986,5,0,0,0.2160454351469199,0.18148222538040179,0.19599574108050685,0.23329941482929986,0.09177907960869422
285,raw,17,400,425,412.5,background_real_tail_covariation.csv,rho,5,0,0.14396366951080306,0.11185618154587314,0.17304243412544387,5,0,0,0.16404250534621503,0.13261512761752911,0.17304243412544387,0.11185618154587314,0.14396366951080306
285,raw,18,425,450,437.5,background_real_tail_covariation.csv,rho,5,0,0.18594036456242363,0.095464382167048292,0.20981516301490954,5,0,0,0.18594036456242363,0.20839423471033405,0.20981516301490954,0.095464382167048292,0.15133478314859761
285,raw,19,450,475,462.5,background_real_tail_covariation.csv,rho,5,0,0.21920235842654548,0.083230612914425128,0.22761321909424725,5,0,0,0.22426194091293189,0.22761321909424725,0.21920235842654548,0.083230612914425128,0.11602220063840647
285,raw,20,475,500,487.5,background_real_tail_covariation.csv,rho,5,0,0.18620783667471236,0.098060019763873713,0.22956912445966254,5,0,0,0.18620783667471236,0.22956912445966254,0.17346623026881836,0.22604831191583713,0.098060019763873713
