scan_id,diameter_um,flow_mm_s,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,metric,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D128_F10_V01,128,10,13,300,325,312.5,tail_mean,484,16,28236924.352145769,16245410.135490466,47797282.786315598,484,0,0
D128_F10_V01,128,10,13,300,325,312.5,RI,484,16,0.14702503583113721,0.054195247319143193,0.32244897417743668,484,0,0
D128_F10_V01,128,10,14,325,350,337.5,tail_mean,484,16,27100834.39826265,15332026.412053535,45487916.893969141,484,0,0
D128_F10_V01,128,10,14,325,350,337.5,RI,484,16,0.13946664829555167,0.050644999137063225,0.32319632474115118,484,0,0
D128_F10_V01,128,10,15,350,375,362.5,tail_mean,484,16,26423052.299384553,14204559.485996053,43050173.141454652,484,0,0
D128_F10_V01,128,10,15,350,375,362.5,RI,484,16,0.13645713230889905,0.052684888325898828,0.31895853062869539,484,0,0
D128_F10_V01,128,10,16,375,400,387.5,tail_mean,484,16,25486534.622889191,15341364.801274214,42345627.199835628,484,0,0
D128_F10_V01,128,10,16,375,400,387.5,RI,484,16,0.13406523745662452,0.042706190555895085,0.39534297392906637,484,0,0
D128_F10_V01,128,10,17,400,425,412.5,tail_mean,484,16,24723818.99429667,14529086.465462195,45467793.805800065,484,0,0
D128_F10_V01,128,10,17,400,425,412.5,RI,484,16,0.12979532807463287,0.051336527055972053,0.31603154905094466,484,0,0
D128_F10_V01,128,10,18,425,450,437.5,tail_mean,484,16,24574645.061718859,14419651.544497551,39198282.082218915,484,0,0
D128_F10_V01,128,10,18,425,450,437.5,RI,484,16,0.12716188218417407,0.045673329215046056,0.26444292820174436,484,0,0
D128_F10_V01,128,10,19,450,475,462.5,tail_mean,484,16,24526057.991194502,14480885.871661142,39360908.585403189,484,0,0
D128_F10_V01,128,10,19,450,475,462.5,RI,484,16,0.12785001249708891,0.052218045363044793,0.29892373335093408,484,0,0
D128_F10_V01,128,10,20,475,500,487.5,tail_mean,484,16,24085502.838967185,14031817.354402702,33979544.449865147,484,0,0
D128_F10_V01,128,10,20,475,500,487.5,RI,484,16,0.12466866860227396,0.05319194453543806,0.3268267332819017,484,0,0
D235_F01_V01,235,1,1,0,25,12.5,tail_mean,448,52,60987107.837862656,34589876.265843041,333028410.29391789,448,0,0
D235_F01_V01,235,1,1,0,25,12.5,RI,448,52,0.29587953875428619,0.18394998085094794,1.4917042717807123,448,0,0
D235_F01_V01,235,1,2,25,50,37.5,tail_mean,448,52,51480483.075937822,32126640.674073897,217516639.16896394,448,0,0
D235_F01_V01,235,1,2,25,50,37.5,RI,448,52,0.24931381791341917,0.13444641098219523,0.98599251810777822,448,0,0
D235_F01_V01,235,1,3,50,75,62.5,tail_mean,448,52,44450948.078396082,30706999.007479277,136335957.32952064,448,0,0
D235_F01_V01,235,1,3,50,75,62.5,RI,448,52,0.21797702213004538,0.14132934740025885,0.7454110585193533,448,0,0
D235_F01_V01,235,1,4,75,100,87.5,tail_mean,448,52,39247012.180391237,26069346.372472096,116645561.80739239,448,0,0
D235_F01_V01,235,1,4,75,100,87.5,RI,448,52,0.19005902783158893,0.10847227403200536,0.69725750777648066,448,0,0
D235_F01_V01,235,1,5,100,125,112.5,tail_mean,448,52,35167086.566579461,21453281.086161964,76165769.080400452,448,0,0
D235_F01_V01,235,1,5,100,125,112.5,RI,448,52,0.16923769001876898,0.10469873385692596,0.48757374432416384,448,0,0
D235_F01_V01,235,1,6,125,150,137.5,tail_mean,448,52,32138755.504726879,20050052.757076055,61044099.883051895,448,0,0
D235_F01_V01,235,1,6,125,150,137.5,RI,448,52,0.15700285757983817,0.10168683989088416,0.36693861549776502,448,0,0
D235_F01_V01,235,1,7,150,175,162.5,tail_mean,448,52,29977238.819590919,21790222.071194842,56744153.248524129,448,0,0
D235_F01_V01,235,1,7,150,175,162.5,RI,448,52,0.14483354418030692,0.091144401942040348,0.37355103615282959,448,0,0
