scan_id,diameter_um,flow_mm_s,mode,support,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status
D128_F10_V01,128,10,raw,real_all,5,0.66666666666666663,0.83333333333333337,0.75,13,300,325,312.5,False,-0.012192583098414157,484,ok
D128_F10_V01,128,10,raw,real_all,6,0.83333333333333337,1,0.91666666666666663,16,375,400,387.5,False,-0.021087213182074842,484,ok
D128_F10_V01,128,10,raw,real_all,6,0.83333333333333337,1,0.91666666666666663,19,450,475,462.5,False,-0.049169875802857345,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,2,25,50,37.5,False,-0.03046313790515914,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,3,50,75,62.5,False,-0.030180881867649507,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,4,75,100,87.5,False,-0.063279018605135712,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,6,125,150,137.5,False,-0.068800000846717599,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,7,150,175,162.5,False,-0.022345052520758388,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.041293744609632241,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,11,250,275,262.5,False,-0.023787768730760054,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,13,300,325,312.5,False,-0.02449318927315456,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,14,325,350,337.5,False,-0.031270860480483546,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,15,350,375,362.5,False,-0.025262399192870211,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,16,375,400,387.5,False,-0.014370255875529075,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,17,400,425,412.5,False,-0.0019807867390702685,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,19,450,475,462.5,False,-0.072194199443613188,484,ok
D128_F10_V01,128,10,detrended_51,real_all,1,0,0.16666666666666666,0.083333333333333329,20,475,500,487.5,False,-0.060402120915692838,484,ok
D128_F10_V01,128,10,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,16,375,400,387.5,False,-0.077801154201240036,484,ok
D128_F10_V01,128,10,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,19,450,475,462.5,False,-0.014006802941413803,484,ok
D128_F10_V01,128,10,detrended_51,real_all,2,0.16666666666666666,0.33333333333333331,0.25,20,475,500,487.5,False,-0.042715193324922365,484,ok
D128_F10_V01,128,10,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,15,350,375,362.5,False,-0.0028597809801503404,484,ok
D128_F10_V01,128,10,detrended_51,real_all,4,0.5,0.66666666666666663,0.58333333333333337,19,450,475,462.5,False,-0.020522485556439554,484,ok
D128_F10_V01,128,10,detrended_51,real_all,5,0.66666666666666663,0.83333333333333337,0.75,13,300,325,312.5,False,-0.053499955851608279,484,ok
D128_F10_V01,128,10,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,16,375,400,387.5,False,-0.022028206281592581,484,ok
D128_F10_V01,128,10,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,19,450,475,462.5,False,-0.055474347101330285,484,ok
D235_F01_V01,235,1,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,1,0,25,12.5,False,-0.18804731725129029,448,ok
