scan_id,diameter_um,flow_mm_s,frame_lo,frame_hi,metric,n_geometry_valid,n_defined,n_missing,median,min,max,n_positive,n_negative,n_zero
D235_F01_V01,235,1,200,299,tail100,98,98,2,48064306.558076352,37135992.067620568,56833206.611502692,98,0,0
D235_F01_V01,235,1,200,299,tail500,98,98,2,29792778.648850918,27100854.14010974,32215908.715473037,98,0,0
D235_F01_V01,235,1,200,299,RI100,98,98,2,0.22929284900559715,0.17048766891817718,0.31179685155307318,98,0,0
D235_F01_V01,235,1,200,299,RI500,98,98,2,0.1447704158948761,0.11270101729938554,0.19603796261570666,98,0,0
D235_F01_V01,235,1,300,399,source,96,96,4,196508838.83810902,146777617.06910354,240850222.24096063,96,0,0
D235_F01_V01,235,1,300,399,tail100,96,96,4,50792555.064487547,40487336.750543304,94528669.822311372,96,0,0
D235_F01_V01,235,1,300,399,tail500,96,96,4,30767278.977418501,26899405.916816253,38900026.768563353,96,0,0
D235_F01_V01,235,1,300,399,RI100,96,96,4,0.26816384236015667,0.19524488937107065,0.44088262062665617,96,0,0
D235_F01_V01,235,1,300,399,RI500,96,96,4,0.1593180292434182,0.13146565582404643,0.19996034691203479,96,0,0
D235_F01_V01,235,1,400,499,source,79,79,21,189843612.52411827,155979834.22106984,252772075.83786985,79,0,0
D235_F01_V01,235,1,400,499,tail100,79,79,21,50234729.442953564,37657272.04450579,64155077.670332395,79,0,0
D235_F01_V01,235,1,400,499,tail500,79,79,21,30946698.20109649,28237528.384906035,35069827.348352455,79,0,0
D235_F01_V01,235,1,400,499,RI100,79,79,21,0.26868536171995888,0.17656657820736829,0.34485523003636509,79,0,0
D235_F01_V01,235,1,400,499,RI500,79,79,21,0.16283660540915157,0.12508543551224002,0.19278303798458796,79,0,0
D235_F03_V01,235,3,0,99,source,88,88,12,242756045.15683681,184432150.47521675,361930934.68864655,88,0,0
D235_F03_V01,235,3,0,99,tail100,88,88,12,50746434.047076836,38186403.770031229,110318535.09832215,88,0,0
