scan_id,diameter_um,flow_mm_s,offset,metric,baseline_common_median,offset_common_median,difference,percent_change,n_common
D285_F05_V01,285,5,xp,tail500,29090608.716573328,29200463.723049112,109855.00647578388,0.37763048393414311,492
D285_F05_V01,285,5,xp,RI100,0.20424396703283285,0.20618022163518268,0.001936254602349835,0.94801067100237835,492
D285_F05_V01,285,5,xp,RI500,0.13094398005305494,0.13188934513261874,0.00094536507956380356,0.721961467171509,492
D285_F05_V01,285,5,xm,source,220536135.55605829,217226840.99997577,-3309294.5560825169,-1.5005679444497766,492
D285_F05_V01,285,5,xm,tail100,45552696.296688199,45566154.590773433,13458.294085234404,0.029544451106866439,492
D285_F05_V01,285,5,xm,tail500,29090608.716573328,29123628.081258323,33019.364684995264,0.11350523808800078,492
D285_F05_V01,285,5,xm,RI100,0.20424396703283285,0.20621121856073549,0.0019672515279026415,0.9631870926138052,492
D285_F05_V01,285,5,xm,RI500,0.13094398005305494,0.13264829909316758,0.0017043190401126451,1.301563492588282,492
D285_F05_V01,285,5,zp,source,220536135.55605829,214587677.85312521,-5948457.702933073,-2.6972712149574369,492
D285_F05_V01,285,5,zp,tail100,45552696.296688199,43833385.525664181,-1719310.7710240185,-3.7743337075505163,492
D285_F05_V01,285,5,zp,tail500,29090608.716573328,28554943.921477333,-535664.79509599507,-1.8413667459313745,492
D285_F05_V01,285,5,zp,RI100,0.20424396703283285,0.20098476549720307,-0.0032592015356297799,-1.5957394399345235,492
D285_F05_V01,285,5,zp,RI500,0.13094398005305494,0.13263514853778574,0.0016911684847308039,1.2915206060222002,492
D285_F05_V01,285,5,zm,source,220536135.55605829,223153863.5833804,2617728.0273221135,1.186983720704905,492
D285_F05_V01,285,5,zm,tail100,45552696.296688199,47305425.527445316,1752729.2307571173,3.8476959066077177,492
D285_F05_V01,285,5,zm,tail500,29090608.716573328,29584138.031853564,493529.3152802363,1.6965245385156404,492
D285_F05_V01,285,5,zm,RI100,0.20424396703283285,0.20935672855098542,0.0051127615181525699,2.5032619530596358,492
D285_F05_V01,285,5,zm,RI500,0.13094398005305494,0.13153647655095263,0.00059249649789769321,0.4524808988222519,492
D285_F07_V01,285,7,xp,source,216359764.34816194,215585184.72145846,-774579.62670347095,-0.35800539394978836,458
D285_F07_V01,285,7,xp,tail100,45486178.327436194,45647259.466860697,161081.13942450285,0.35413205801759451,458
D285_F07_V01,285,7,xp,tail500,29523738.549766574,29635111.72765616,111373.17788958549,0.37723263841349136,458
D285_F07_V01,285,7,xp,RI100,0.20826992156020055,0.20986432624155399,0.0015944046813534396,0.76554726165418752,458
D285_F07_V01,285,7,xp,RI500,0.13697427484533969,0.13767601640578656,0.00070174156044686131,0.51231631723490512,458
D285_F07_V01,285,7,xm,source,216359764.34816194,213601495.25702262,-2758269.0911393166,-1.2748530668117957,458
D285_F07_V01,285,7,xm,tail100,45486178.327436194,45337890.450859658,-148287.8765765354,-0.32600645301320391,458
D285_F07_V01,285,7,xm,tail500,29523738.549766574,29595535.572804101,71797.023037526757,0.24318404973171803,458
D285_F07_V01,285,7,xm,RI100,0.20826992156020055,0.21058900508507181,0.0023190835248712571,1.1134990148833972,458
D285_F07_V01,285,7,xm,RI500,0.13697427484533969,0.13828236565663266,0.0013080908112929612,0.95499013429342983,458
D285_F07_V01,285,7,zp,source,216359764.34816194,209245015.38714281,-7114748.9610191286,-3.2883882002987455,458
D285_F07_V01,285,7,zp,tail100,45486178.327436194,43888577.62950331,-1597600.6979328841,-3.5122772602095016,458
D285_F07_V01,285,7,zp,tail500,29523738.549766574,29094367.877278507,-429370.6724880673,-1.4543235158525074,458
D285_F07_V01,285,7,zp,RI100,0.20826992156020055,0.20907239986558079,0.00080247830538024423,0.38530686494174693,458
D285_F07_V01,285,7,zp,RI500,0.13697427484533969,0.13937305712828305,0.0023987822829433514,1.7512648164422575,458
D285_F07_V01,285,7,zm,source,216359764.34816194,221269468.35901827,4909704.0108563304,2.2692315392596427,458
D285_F07_V01,285,7,zm,tail100,45486178.327436194,47138995.997074313,1652817.6696381196,3.633670117854634,458
D285_F07_V01,285,7,zm,tail500,29523738.549766574,30042571.282036781,518832.73227020726,1.7573408983948253,458
D285_F07_V01,285,7,zm,RI100,0.20826992156020055,0.21055627871352997,0.0022863571533294214,1.0977855737409246,458
D285_F07_V01,285,7,zm,RI500,0.13697427484533969,0.13643172249661262,-0.00054255234872707669,-0.39609798945070746,458
D285_F10_V01,285,10,xp,source,211383598.84193882,211915655.52457026,532056.68263143301,0.25170197004228134,494
D285_F10_V01,285,10,xp,tail100,43471339.917659484,43654944.486332878,183604.56867339462,0.42235773965368023,494
D285_F10_V01,285,10,xp,tail500,28085588.355252143,28103698.261021633,18109.905769489706,0.064481133670475754,494
D285_F10_V01,285,10,xp,RI100,0.20190292792899753,0.20348816845835532,0.0015852405293577954,0.78514984681909672,494
D285_F10_V01,285,10,xp,RI500,0.13143221939853203,0.13209345369209516,0.00066123429356312879,0.50309908528449776,494
D285_F10_V01,285,10,xm,source,211383598.84193882,210123438.99129596,-1260159.8506428599,-0.5961483566116873,494
D285_F10_V01,285,10,xm,tail100,43471339.917659484,43547542.975476578,76203.057817094028,0.17529493675932875,494
D285_F10_V01,285,10,xm,tail500,28085588.355252143,28147714.87347547,62126.518223326653,0.22120426119436692,494
D285_F10_V01,285,10,xm,RI100,0.20190292792899753,0.20461420460574875,0.0027112766767512231,1.3428614951560722,494
D285_F10_V01,285,10,xm,RI500,0.13143221939853203,0.13300998376296447,0.0015777643644324379,1.2004395662286595,494
D285_F10_V01,285,10,zp,source,211383598.84193882,206592579.98708242,-4791018.8548564017,-2.266504535405732,494
D285_F10_V01,285,10,zp,tail100,43471339.917659484,42125222.392577842,-1346117.525081642,-3.0965632244862205,494
D285_F10_V01,285,10,zp,tail500,28085588.355252143,27633489.674943343,-452098.68030880019,-1.6097176765188026,494
D285_F10_V01,285,10,zp,RI100,0.20190292792899753,0.19964376219051483,-0.0022591657384826991,-1.1189365907943503,494
D285_F10_V01,285,10,zp,RI500,0.13143221939853203,0.13332906192216673,0.0018968425236347009,1.4432096880925733,494
D285_F10_V01,285,10,zm,source,211383598.84193882,214992776.02612758,3609177.1841887534,1.7074064421088317,494
D285_F10_V01,285,10,zm,tail100,43471339.917659484,45006668.450733691,1535328.5330742076,3.5318178275211314,494
D285_F10_V01,285,10,zm,tail500,28085588.355252143,28500038.404421531,414450.04916938767,1.4756680327541847,494
D285_F10_V01,285,10,zm,RI100,0.20190292792899753,0.20622647500730967,0.0043235470783121455,2.1413989002837006,494
D285_F10_V01,285,10,zm,RI500,0.13143221939853203,0.13143136220495777,-8.571935742607284e-07,-0.00065219439965593577,494
