flow_mm_s,target_r_um,diameter_from_um,diameter_to_um,ri_r_median_from,ri_r_median_to,absolute_difference,percent_difference
1,500,285,500,0.1213746520590943,0.21988686971686239,0.098512217657768089,81.163748761813096
1,500,128,500,0.15753648129063663,0.21988686971686239,0.062350388426225756,39.578380775940069
3,0,128,235,0.57229408315229846,0.34468246862477447,-0.22761161452752399,-39.771792375311371
3,0,235,285,0.34468246862477447,0.30833244253967579,-0.036350026085098686,-10.54594573090103
3,0,285,500,0.30833244253967579,0.33376027987252238,0.025427837332846592,8.2468899877685029
3,0,128,500,0.57229408315229846,0.33376027987252238,-0.23853380327977608,-41.680284717585948
3,10,128,235,0.54236824538813266,0.33316543089758172,-0.20920281449055095,-38.572098619239782
3,10,235,285,0.33316543089758172,0.28708268451474089,-0.046082746382840822,-13.831791089096248
3,10,285,500,0.28708268451474089,0.31850119127234472,0.031418506757603826,10.94406192094479
3,10,128,500,0.54236824538813266,0.31850119127234472,-0.22386705411578794,-41.275840910557534
3,20,128,235,0.51664659946486013,0.31433158029583358,-0.20231501916902656,-39.159266581563372
3,20,235,285,0.31433158029583358,0.28313330184190921,-0.031198278453924366,-9.9252764945100544
3,20,285,500,0.28313330184190921,0.31397638238642839,0.030843080544519175,10.893483862149417
3,20,128,500,0.51664659946486013,0.31397638238642839,-0.20267021707843175,-39.228017234286746
3,30,128,235,0.46387610089522902,0.30853366268479943,-0.15534243821042959,-33.487915827229742
3,30,235,285,0.30853366268479943,0.2580690031570278,-0.050464659527771627,-16.356289647177572
3,30,285,500,0.2580690031570278,0.29837153745710682,0.040302534300079018,15.616960505542018
3,30,128,500,0.46387610089522902,0.29837153745710682,-0.1655045634381222,-35.678613991692366
3,40,128,235,0.42655958735643129,0.28546638467182489,-0.1410932026846064,-33.07702062425092
3,40,235,285,0.28546638467182489,0.25063053383688533,-0.034835850834939563,-12.203135887606248
3,40,285,500,0.25063053383688533,0.29452342118999458,0.043892887353109256,17.512984823180204
3,40,128,500,0.42655958735643129,0.29452342118999458,-0.13203616616643671,-30.953744817862429
3,50,128,235,0.41917028792259281,0.2734973616450343,-0.14567292627755851,-34.752684165548388
3,50,235,285,0.2734973616450343,0.2438990270094796,-0.029598334635554696,-10.82216459329859
3,50,285,500,0.2438990270094796,0.28568064427134632,0.041781617261866716,17.130702723239153
3,50,128,500,0.41917028792259281,0.28568064427134632,-0.13348964365124649,-31.846160736444592
3,60,128,235,0.40417169935939246,0.2537058279115304,-0.15046587144786205,-37.228205657731294
3,60,235,285,0.2537058279115304,0.22518421786611151,-0.028521610045418894,-11.24200034354932
3,60,285,500,0.22518421786611151,0.27865509975994679,0.053470881893835281,23.74539494842735
3,60,128,500,0.40417169935939246,0.27865509975994679,-0.12551659959944567,-31.055266808237207
3,70,128,235,0.39906025679106627,0.24979832273633679,-0.14926193405472948,-37.403357391432174
3,70,235,285,0.24979832273633679,0.2162202212076493,-0.033578101528687482,-13.44208446272448
3,70,285,500,0.2162202212076493,0.2725116850609407,0.056291463853291396,26.034319796218927
3,70,128,500,0.39906025679106627,0.2725116850609407,-0.12654857173012557,-31.711644939972533
3,80,128,235,0.35808534514910761,0.23142386582716559,-0.12666147932194202,-35.371869035634468
3,80,235,285,0.23142386582716559,0.21164115783475659,-0.019782707992408999,-8.5482575108235945
3,80,285,500,0.21164115783475659,0.2621883860989927,0.050547228264236105,23.883458577419965
3,80,128,500,0.35808534514910761,0.2621883860989927,-0.095896959050114916,-26.780475757862472
3,90,128,235,0.3420640834864751,0.2207198025993409,-0.1213442808871342,-35.474136790491784
