scan_id,diameter_um,flow_mm_s,target_r_um,n_frames,selected_r_um_median,max_abs_sampling_error_um,RI_r_q1,RI_r_median,RI_r_q3,raw_row_signal_median
D235_F05_V01,235,5,0,424,2.8500000000000627,2.8500000000000627,0.28774436003699067,0.34563253687836515,0.41432176839411455,64876509.616073355
D235_F05_V01,235,5,50,424,49.750000000000064,0.24999999999993605,0.22351973753451843,0.26056745874802195,0.31393091358354813,48437359.358023509
D235_F05_V01,235,5,100,424,96.650000000000063,3.3499999999999375,0.17703842367067624,0.21127870452408096,0.24349607485020533,38598520.200845048
D235_F05_V01,235,5,200,424,197.15000000000006,2.8499999999999375,0.13131907173992252,0.15674383145940518,0.18575552879454366,28909799.15020746
D235_F05_V01,235,5,300,424,297.65000000000009,2.3499999999999091,0.11449657170284658,0.13420692537780338,0.15740965464013262,24752640.531970643
D235_F05_V01,235,5,400,424,398.15000000000009,1.8499999999999091,0.10797116444337353,0.13089277429399543,0.15233951442560495,23839845.520179059
D235_F05_V01,235,5,500,424,498.65000000000009,1.3499999999999091,0.10639820964376039,0.12714948396539097,0.14706379342808817,23183692.390640527
D235_F07_V01,235,7,0,444,2.8500000000000627,2.8500000000000627,0.29710376481604711,0.35175746741328251,0.41806925401656936,64336086.550090015
D235_F07_V01,235,7,50,444,49.750000000000064,0.24999999999993605,0.22641103548919672,0.2671236034528246,0.32651975054012911,48763895.475991055
D235_F07_V01,235,7,100,444,96.650000000000063,3.3499999999999375,0.17943298189466583,0.20903640990778327,0.25080995608973966,37764860.973856106
D235_F07_V01,235,7,200,444,197.15000000000006,2.8499999999999375,0.13520568963900173,0.15940142780407018,0.18883805776674578,29303784.102655828
D235_F07_V01,235,7,300,444,297.65000000000009,2.3499999999999091,0.11316189844103715,0.13512143884282488,0.15937718607160115,24861270.913073301
D235_F07_V01,235,7,400,444,398.15000000000009,1.8499999999999091,0.10681913720352999,0.12658584565802994,0.14837721262058659,23053761.779172018
D235_F07_V01,235,7,500,444,498.65000000000009,1.3499999999999091,0.10693848891505391,0.1233973471507952,0.14498592008277672,22664984.782027356
D235_F10_V01,235,10,0,461,2.8500000000000627,2.8500000000000627,0.28331661581062861,0.34249308274280765,0.40859846364659586,63197488.761979952
D235_F10_V01,235,10,50,461,49.750000000000064,0.24999999999993605,0.22129437713072753,0.26794809130054087,0.32392923679076646,49623484.686962225
D235_F10_V01,235,10,100,461,96.650000000000063,3.3499999999999375,0.17331974431615021,0.20838471425650906,0.25200108103152241,38966162.819596015
D235_F10_V01,235,10,200,461,197.15000000000006,2.8499999999999375,0.12700461800203169,0.15192400701632994,0.1801197408808447,28524235.536486328
D235_F10_V01,235,10,300,461,297.65000000000009,2.3499999999999091,0.10755704339910217,0.13115674162176921,0.15463899139029444,24381542.063253544
D235_F10_V01,235,10,400,461,398.15000000000009,1.8499999999999091,0.104548836170221,0.12459427970288429,0.14365729763703883,22984706.225040216
D235_F10_V01,235,10,500,461,498.65000000000009,1.3499999999999091,0.10002509407267091,0.12076231133423181,0.14325788291440555,22870844.170865379
D285_F01_V01,285,1,0,453,-0.24999999999996875,0.24999999999996875,0.27339341833588138,0.32035225011317969,0.3716058022186659,59183516.86591313
D285_F01_V01,285,1,50,453,46.650000000000034,3.3499999999999659,0.20817420691469804,0.2392556529879333,0.28303195671945158,44346094.380132489
D285_F01_V01,285,1,100,453,100.25000000000003,0.25000000000002842,0.17038216979443629,0.19550360533814862,0.22608099731427314,36310810.127682902
D285_F01_V01,285,1,200,453,200.75000000000003,0.75000000000002842,0.1267924182296761,0.14882720481357328,0.17176855120270548,27506827.549776562
