scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,source_bins,mode,metric,rho_map_median,rho_map_min,rho_map_max,n_cells,n_positive_cells,n_negative_cells,u_peak,source_bin_peak,tail_bin_peak,tail_depth_peak_um,eta_peak,rho_peak_cell,specificity_at_peak,lag_at_peak_cell,peak_cell_lag_within_pm2,peak_cell_lag_within_pm5,high_positive_cells_available,high_target_count,high_actual_count,u_high_region_median,u_high_region_min,u_high_region_max,u_high_region_lo,u_high_region_hi,tail_high_region_median_um,tail_high_region_min_um,tail_high_region_max_um,tail_high_region_lo_um,tail_high_region_hi_um,eta_high_region_median,eta_high_region_lo,eta_high_region_hi,high_region_median_rho,high_region_median_specificity,high_region_peak_pm2_count,high_region_peak_pm5_count,high_region_positive_specificity_count
D285_F05_V01,285,5,common_grid,normalized,6,detrended_51,mean,0.11029113410231683,-0.18159344104283456,0.22213637374415279,30,23,7,0.41666666666666669,3,1,28.5,0.10000000000000001,0.22213637374415279,0.19135051963700866,0,True,True,23,3,3,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,85.5,0,114,0.10000000000000001,0,0.40000000000000002,0.20548296592470416,0.17372878917659298,2,3,3
D285_F07_V01,285,7,common_grid,normalized,6,detrended_51,mean,0.072544771292068377,-0.12398546251954728,0.2841228989512864,30,23,7,0.41666666666666669,3,1,28.5,0.10000000000000001,0.2841228989512864,0.26330009959006628,0,True,True,23,3,3,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,28.5,28.5,199.5,0,228,0.10000000000000001,0,0.80000000000000004,0.23384479504282979,0.20714007403836415,3,3,3
D285_F10_V01,285,10,common_grid,normalized,6,detrended_51,mean,0.10002587728088946,-0.13719629438717568,0.38183124176711902,30,27,3,0.58333333333333337,4,1,28.5,0.10000000000000001,0.38183124176711902,0.36396443209711199,0,True,True,27,3,3,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,28.5,28.5,28.5,0,57,0.10000000000000001,0,0.20000000000000001,0.3511056380640194,0.35125988952005816,3,3,3
D500_F01_V01,500,1,common_grid,normalized,6,detrended_51,mean,0.062167308373210217,-0.039058121650783255,0.19074372685977958,30,23,7,0.91666666666666663,6,1,50,0.10000000000000001,0.19074372685977958,0.19520929978279122,0,True,True,23,3,3,0.75,0.75,0.91666666666666663,0.66666666666666663,1,50,50,150,0,200,0.10000000000000001,0,0.40000000000000002,0.18459485815592702,0.19520929978279122,3,3,3
D500_F02_V01,500,2,d500_extension,normalized,6,detrended_51,mean,0.061857498626626935,-0.081690878350936455,0.18430973726926692,30,26,4,0.75,5,2,150,0.29999999999999999,0.18430973726926692,0.15264446277883009,-39,False,False,26,3,3,0.75,0.75,0.91666666666666663,0.66666666666666663,1,150,50,450,0,500,0.29999999999999999,0,1,0.15228957485952896,0.14796070724306859,2,2,3
D500_F03_V01,500,3,common_grid,normalized,6,detrended_51,mean,0.05660285608950897,-0.058728171761441447,0.19100492308957157,30,22,8,0.25,2,1,50,0.10000000000000001,0.19100492308957157,0.19330621364020689,0,True,True,22,3,3,0.25,0.25,0.91666666666666663,0.16666666666666666,1,150,50,250,0,300,0.29999999999999999,0,0.59999999999999998,0.15769560168777688,0.15165033871093542,2,2,3
D500_F05_V01,500,5,common_grid,normalized,6,detrended_51,mean,-0.0019077181464463707,-0.16066361562976267,0.16042475266121617,30,15,15,0.25,2,1,50,0.10000000000000001,0.16042475266121617,0.17203950671158702,0,True,True,15,2,2,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.12784604938574395,0.14097757793187912,1,1,2
D500_F07_V01,500,7,common_grid,normalized,6,detrended_51,mean,0.019877069514954181,-0.1348834184115788,0.10631081309891982,30,19,11,0.75,5,4,350,0.69999999999999996,0.10631081309891982,0.11262177648074963,0,True,True,19,2,2,0.83333333333333326,0.75,0.91666666666666663,0.66666666666666663,1,250,150,350,100,400,0.5,0.20000000000000001,0.80000000000000004,0.10563116501479305,0.10975242379956192,1,2,2
D500_F09_V01,500,9,d500_extension,normalized,6,detrended_51,mean,0.01893741931548527,-0.11853874808244544,0.15016999213919882,30,17,13,0.25,2,1,50,0.10000000000000001,0.15016999213919882,0.15099871907532922,0,True,True,17,2,2,0.25,0.25,0.25,0.16666666666666666,0.33333333333333331,100,50,150,0,200,0.20000000000000001,0,0.40000000000000002,0.13552333016870172,0.14977327096925552,2,2,2
D500_F10_V01,500,10,common_grid,normalized,6,detrended_51,mean,0.012213693298941147,-0.081650214360337481,0.18617928024496344,30,17,13,0.25,2,1,50,0.10000000000000001,0.18617928024496344,0.17486725316167048,0,True,True,17,2,2,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,250,50,450,0,500,0.5,0,1,0.14688747455593554,0.14690884410537547,2,2,2
D500_F12_V01,500,12,d500_extension,normalized,6,detrended_51,mean,0.0043255883402910427,-0.087504449647950858,0.13623112947806063,30,16,14,0.25,2,1,50,0.10000000000000001,0.13623112947806063,0.15290333909058035,47,False,False,16,2,2,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,250,50,450,0,500,0.5,0,1,0.1078238329918936,0.10994047324198644,0,0,2
