scan_id,flow_mm_s,frame_index,x1_midpoint_px,x4_px,paired,delta_px,abs_delta_px,delta_um,abs_delta_um,abs_delta_fraction_diameter,local_body_run_width_px,abs_delta_fraction_local_width,vessel_presence_prediction,assessable,valid_local_body,x1_fallback,x4_jump_corrected,tracking_class,tracking_confidence,assessability_score,local_body_peak_cnr,continuity_score,width_consistency_score,axial_completeness_score,neighbor_support_score
flow03,3,417,245.5,248.0838014754827,True,2.5838014754826872,2.5838014754826872,32.81427873863013,32.81427873863013,0.2563615526455479,12.0,0.21531678962355727,assessable,True,True,False,False,high_confidence,0.5,0.801588622109263,6.161351102825661,1.0,0.8333333333333334,0.6842105263157895,0.8954489549706434
flow03,3,432,247.0,244.41794692363445,True,-2.582053076365554,2.582053076365554,-32.792074069842535,32.792074069842535,0.2561880786706448,5.0,0.5164106152731108,not_assessable,False,True,False,False,high_confidence,0.5,0.3825923742052434,2.3258961975058314,1.0,0.5,0.3157894736842105,0.1621334163143834
flow05,5,307,243.0,240.43721596651645,True,-2.5627840334835525,2.5627840334835525,-32.547357225241115,32.547357225241115,0.2542762283221962,9.0,0.2847537814981725,uncertain,False,True,False,False,high_confidence,0.5,0.5742410870188167,2.938869762427835,1.0,0.9,0.2631578947368421,1.0
flow03,3,452,244.5,241.95893901819863,True,-2.5410609818013654,2.5410609818013654,-32.27147446887734,32.27147446887734,0.2521208942881042,6.0,0.4235101636335609,uncertain,False,True,False,False,model_assisted,0.02150819853635441,0.4549670484312431,2.037568561616903,1.0,0.6,0.5263157894736842,0.5382818058253775
flow03,3,446,245.5,243.00227124728005,True,-2.4977287527199508,2.4977287527199508,-31.721155159543372,31.721155159543372,0.2478215246839326,6.0,0.4162881254533251,not_assessable,False,True,False,False,high_confidence,0.5,0.38765140286034283,1.9493823088834834,1.0,0.6,0.2631578947368421,0.281777186498165
flow03,3,70,239.0,236.51218359893156,True,-2.487816401068443,2.487816401068443,-31.595268293569223,31.595268293569223,0.24683803354350956,13.0,0.19137049238988021,assessable,True,True,False,False,high_confidence,0.5,0.9120374962142882,7.95997188420561,1.0,0.7692307692307693,0.7368421052631579,1.0
flow07,7,208,237.0,239.41211073045528,True,2.4121107304552822,2.4121107304552822,30.63380627678208,30.63380627678208,0.23932661153736,9.0,0.26801230338392024,assessable,True,True,False,False,high_confidence,0.5052341604496889,0.7510197791550098,5.021993206567086,1.0,0.9,0.631578947368421,1.0
flow10,10,365,244.0,246.36835234233186,True,2.3683523423318604,2.3683523423318604,30.078074747614625,30.078074747614625,0.23498495896573926,11.0,0.2153047583938055,assessable,True,True,False,False,high_confidence,0.5534481775563901,0.8703739809348676,7.426049941066942,1.0,0.9090909090909091,0.7368421052631579,0.6150990343164059
flow07,7,94,233.5,231.18872451492888,True,-2.3112754850711212,2.3112754850711212,-29.353198660403237,29.353198660403237,0.2293218645344003,8.0,0.28890943563389015,assessable,True,True,False,False,high_confidence,0.9668054092850378,0.6330663296357145,3.557011694579511,1.0,0.8,0.631578947368421,0.8750380534664656
flow10,10,181,242.0,239.71916275937463,True,-2.280837240625374,2.280837240625374,-28.966632955942245,28.966632955942245,0.2263018199682988,11.0,0.20734884005685217,assessable,True,True,False,False,model_assisted,0.29864191392629663,0.6517637137773672,3.5717563410053788,1.0,0.9090909090909091,0.8421052631578947,0.519439559268541
flow05,5,333,241.0,243.2268678015148,True,2.2268678015148,2.2268678015148,28.281221079237955,28.281221079237955,0.22094703968154653,15.0,0.14845785343432,assessable,True,True,False,False,high_confidence,0.8600670219182499,0.7941439809485662,6.747013458981828,1.0,0.6666666666666666,0.8947368421052632,0.4969100285883677
flow07,7,356,240.0,242.18535790522665,True,2.1853579052266525,2.1853579052266525,27.754045396378487,27.754045396378487,0.21682847965920693,11.0,0.19866890047515023,assessable,True,True,False,False,high_confidence,0.5377115463067318,0.6915287368254317,3.700301243733307,1.0,0.9090909090909091,0.7368421052631579,1.0
flow05,5,482,245.5,247.65453406436512,True,2.154534064365123,2.154534064365123,27.36258261743706,27.36258261743706,0.21377017669872703,14.0,0.1538952903117945,assessable,True,True,False,False,high_confidence,0.5599024051394887,0.9112781954887219,8.796791446888939,1.0,0.7142857142857143,0.7894736842105263,1.0
flow05,5,421,243.0,245.15388758317468,True,2.1538875831746793,2.1538875831746793,27.354372306318425,27.354372306318425,0.2137060336431127,15.0,0.14359250554497863,assessable,True,True,False,False,high_confidence,0.5,0.8445558834968909,8.851322662113175,1.0,0.6666666666666666,0.631578947368421,0.664857080582944
flow07,7,376,241.0,243.11726616937355,True,2.1172661693735506,2.1172661693735506,26.889280351044093,26.889280351044093,0.21007250274253197,11.0,0.19247874267032278,assessable,True,True,False,False,high_confidence,0.5,0.7850365525792714,6.224289914277556,1.0,0.9090909090909091,0.5789473684210527,0.6995935383174086
flow10,10,282,241.0,243.10421468433088,True,2.104214684330884,2.104214684330884,26.72352649100223,26.72352649100223,0.2087775507109549,7.0,0.3006020977615549,assessable,True,True,False,False,high_confidence,0.5,0.6451893145353896,4.695740430260868,1.0,0.7,0.6842105263157895,0.45306210489470605
flow03,3,461,245.5,243.40530837848192,True,-2.0946916215180806,2.0946916215180806,-26.602583593279622,26.602583593279622,0.20783268432249705,10.0,0.20946916215180805,assessable,True,True,False,False,high_confidence,0.5757118180088486,0.6698442168419828,3.8289083789452683,1.0,1.0,0.42105263157894735,1.0
flow05,5,230,237.5,239.5784301847413,True,2.0784301847413076,2.0784301847413076,26.396063346214603,26.396063346214603,0.2062192448923016,16.0,0.12990188654633172,assessable,True,True,False,False,high_confidence,0.5281020911263233,0.9069540102452412,8.419885628600245,1.0,0.625,1.0,0.8195401024524118
flow05,5,280,239.0,241.06213980507812,True,2.062139805078118,2.062139805078118,26.1891755244921,26.1891755244921,0.20460293378509453,7.0,0.29459140072544543,assessable,True,True,False,False,high_confidence,0.6469686388904967,0.6509635550956815,4.3860919197053105,1.0,0.7,0.5263157894736842,0.9282749135848566
flow03,3,361,245.5,247.56193955354814,True,2.061939553548143,2.061939553548143,26.186632330061414,26.186632330061414,0.2045830650786048,12.0,0.17182829612901193,assessable,True,True,False,False,high_confidence,0.5,0.787872609863146,6.153004139007316,1.0,0.8333333333333334,0.5263157894736842,1.0
flow01,1,265,237.5,239.5534742387719,True,2.053474238771912,2.053474238771912,26.079122832403282,26.079122832403282,0.20374314712815064,6.0,0.3422457064619853,uncertain,False,True,False,False,high_confidence,0.5242831309229306,0.5390402272109368,4.233172716933083,1.0,0.6,0.10526315789473684,0.7298234503896314
flow01,1,331,239.5,241.552334235706,True,2.052334235706013,2.052334235706013,26.064644793466364,26.064644793466364,0.20363003744895597,16.0,0.12827088973162581,assessable,True,True,False,False,high_confidence,0.5,0.7828819832755731,6.511059562919602,1.0,0.625,0.631578947368421,1.0
flow01,1,266,237.5,239.53525791050586,True,2.0352579105058624,2.0352579105058624,25.84777546342445,25.84777546342445,0.20193574580800353,10.0,0.20352579105058624,assessable,True,True,False,False,high_confidence,0.5,0.8756030672224631,7.635788241257484,1.0,1.0,0.42105263157894735,0.8369085841226777
flow05,5,238,240.0,242.0350930357846,True,2.035093035784598,2.035093035784598,25.845681554464395,25.845681554464395,0.2019193871442531,9.0,0.2261214484205109,assessable,True,True,False,False,high_confidence,0.5,0.7884272616298491,5.93394102643651,1.0,0.9,0.5263157894736842,1.0
flow01,1,111,235.5,233.47032271238862,True,-2.029677287611378,2.029677287611378,-25.776901552664498,25.776901552664498,0.2013820433801914,14.0,0.14497694911509842,assessable,True,True,False,False,high_confidence,0.5,0.887593984962406,14.069418727247763,1.0,0.7142857142857143,0.631578947368421,1.0
flow01,1,425,247.0,244.98057219954256,True,-2.0194278004574358,2.0194278004574358,-25.646733065809432,25.646733065809432,0.2003651020766362,13.0,0.15534060003518738,assessable,True,True,False,False,high_confidence,0.5,0.850883414755027,6.551603250818542,1.0,0.7692307692307693,0.8947368421052632,0.9731654496200216
flow01,1,118,236.5,234.50615432274054,True,-1.9938456772594577,1.9938456772594577,-25.32184010119511,25.32184010119511,0.1978268757905868,12.0,0.16615380643828814,assessable,True,True,False,False,high_confidence,0.5,0.6732749057528423,4.054508382594982,1.0,0.8333333333333334,0.7894736842105263,0.6834086413655601
flow10,10,313,245.0,243.0094679018632,True,-1.9905320981368106,1.9905320981368106,-25.279757646337494,25.279757646337494,0.19749810661201167,13.0,0.1531178537028316,assessable,True,True,False,False,model_assisted,0.21786767396285037,0.7394992767416374,5.154107041466651,1.0,0.7692307692307693,0.8947368421052632,0.6745301916080603
flow10,10,389,244.5,246.488451859144,True,1.9884518591439928,1.9884518591439928,25.253338611128708,25.253338611128708,0.19729170789944303,14.0,0.14203227565314233,assessable,True,True,False,False,high_confidence,0.6452661543054168,0.8258972994317134,6.736277114950674,1.0,0.7142857142857143,0.9473684210526315,0.6465206171121988
flow05,5,278,240.5,242.4837871121123,True,1.98378711211231,1.98378711211231,25.194096323826336,25.194096323826336,0.19682887752989325,6.0,0.33063118535205166,uncertain,False,True,False,False,high_confidence,0.596651347415825,0.5978081986288557,4.3934965488814655,1.0,0.6,0.5263157894736842,0.5924019818971761
flow05,5,478,246.5,248.47259619031277,True,1.9725961903127711,1.9725961903127711,25.051971616972192,25.051971616972192,0.19571852825759525,12.0,0.1643830158593976,assessable,True,True,False,False,high_confidence,0.5817600014671706,0.784726193559023,5.422373844470467,1.0,0.8333333333333334,0.7894736842105263,1.0
flow01,1,452,244.0,245.96152421910176,True,1.9615242191017614,1.9615242191017614,24.91135758259237,24.91135758259237,0.1946199811140029,15.0,0.13076828127345078,assessable,True,True,False,False,high_confidence,0.7394633026147618,0.685946880363246,5.2122031151783,1.0,0.6666666666666666,0.7894736842105263,0.4681397934626614
flow03,3,119,241.5,239.53965707118172,True,-1.960342928818278,1.960342928818278,-24.89635519599213,24.89635519599213,0.1945027749686885,12.0,0.1633619107348565,assessable,True,True,False,False,high_confidence,0.7130690443998645,0.9315428832039445,7.855942143111511,1.0,0.8333333333333334,0.8421052631578947,0.9696380204875558
flow03,3,194,244.0,242.03986180636053,True,-1.960138193639466,1.960138193639466,-24.893755059221217,24.893755059221217,0.19448246140016576,19.0,0.10316516808628769,assessable,True,True,False,False,high_confidence,0.5350213470372299,0.87766283526444,15.162864090446055,1.0,0.5263157894736843,0.9473684210526315,0.8029441421180832
flow01,1,101,234.0,232.0439708194197,True,-1.9560291805802876,1.9560291805802876,-24.841570593369653,24.841570593369653,0.1940747702607004,11.0,0.17782083459820797,assessable,True,True,False,False,high_confidence,0.8986560041703995,0.7369002394771711,4.884113469642824,1.0,0.9090909090909091,0.5789473684210527,1.0
flow05,5,270,238.0,239.9389615843268,True,1.9389615843267904,1.9389615843267904,24.62481212095024,24.62481212095024,0.19238134469492374,7.0,0.27699451204668435,assessable,True,True,False,False,high_confidence,0.5,0.6445544603535691,4.336413800762953,1.0,0.7,0.47368421052631576,0.9721102373011611
flow07,7,493,246.0,244.06269610268768,True,-1.9373038973123187,1.9373038973123187,-24.603759495866445,24.603759495866445,0.1922168710614566,13.0,0.1490233767163322,assessable,True,True,False,False,high_confidence,0.8739695356230577,0.8703758206297063,10.918750529396817,1.0,0.7692307692307693,0.47368421052631576,0.9547703520460499
flow03,3,296,245.0,246.9348812536017,True,1.9348812536017022,1.9348812536017022,24.572991920741615,24.572991920741615,0.19197649938079386,13.0,0.14883701950782324,assessable,True,True,False,False,model_assisted,0.17760289364584747,0.8872010197407606,7.0354603424255,1.0,0.7692307692307693,0.9473684210526315,0.9751441609522445
flow07,7,171,234.5,236.43217608689912,True,1.9321760868991191,1.9321760868991191,24.538636303618812,24.538636303618812,0.19170809612202197,12.0,0.16101467390825994,assessable,True,True,False,False,high_confidence,0.5,0.7313339981726977,4.777755758148502,1.0,0.8333333333333334,0.6842105263157895,1.0
flow07,7,319,241.0,239.07668048672784,True,-1.9233195132721619,1.9233195132721619,-24.426157818556455,24.426157818556455,0.1908293579574723,13.0,0.14794765486708938,assessable,True,True,False,False,high_confidence,0.6993501869847402,0.8386895526188152,7.720386440116803,1.0,0.7692307692307693,0.5263157894736842,0.7220682134479522
