scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,lag,rho,n_pairs
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-23,0.082763927385852712,455
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-22,0.073723475966321422,456
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-21,0.051503951210491727,457
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-20,0.1078878331709644,458
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-19,0.05510954290113286,459
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-18,0.033044193431461359,460
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-17,0.020208966025329681,461
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-16,0.027863532010692547,462
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-15,-0.027768736731612158,463
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-14,-0.061258533116197958,464
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-13,-0.1393897407275515,465
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-12,-0.036527014083760995,466
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-11,-0.096482662726607341,467
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-10,-0.13175990119209285,468
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-9,-0.13076816886763101,469
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-8,-0.11341917211493455,470
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-7,-0.13377247029987177,470
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-6,-0.15691182701526529,472
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-5,-0.073799364987162427,472
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-4,0.012878150052124376,474
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-3,0.012280464862115497,473
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-2,0.059690105766915913,474
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-1,0.17914848256280769,475
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,0,0.54665034424419567,486
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,1,0.18877573116015831,475
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,2,0.084583261350554162,474
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,3,0.080799040451049575,473
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,4,0.087000854782629658,474
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,5,0.01923404964916817,472
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,6,-0.034355137408351707,472
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,7,-0.017539818784917068,470
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,8,-0.026096880887145454,470
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,9,0.05657059254995201,469
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,10,-0.073714940969835566,468
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,11,-0.025860116973452217,467
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,12,-0.04841962130473268,466
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,13,-0.070212874966098085,465
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,14,-0.074427072687735671,464
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,15,-0.055357234673516047,463
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,16,-0.021264683466535397,462
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,17,-0.031656814301845686,461
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,18,-0.049626963050855358,460
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,19,-0.0065146507049888619,459
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,20,-0.039974419861436059,458
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,21,-0.085630933542646767,457
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,22,-0.030252188689898582,456
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,23,0.00701966020223281,455
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,24,-0.031158290899007835,455
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,25,0.0078792619758673195,453
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,26,-0.072832778988948188,452
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,27,-0.012268463157233499,451
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,28,0.055429883014203152,451
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,29,0.047238964910101926,449
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,30,0.080360612858514355,448
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,31,0.0033069257373191333,447
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,32,0.048136276112453857,447
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,33,0.067856554494649585,445
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,34,0.032864988591980442,445
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,35,0.04680614768120929,444
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,36,0.023902275209505462,442
