reference_diameter,metric,d500_median,reference_median,d500_min,d500_max,reference_min,reference_max,matched_difference_median,n_d500_lower,n_d500_higher,five_flow_d500,five_flow_reference
128,excess_high_rho,0.098499982211893683,0.20376116817068562,0.07347715729950717,0.11497672852503689,0.096041833112208208,0.2721066397726532,-0.10128829541411875,4,1,"{""1"": 0.11497672852503689, ""3"": 0.10060355954562274, ""5"": 0.07347715729950717, ""7"": 0.08089106403116825, ""10"": 0.09849998221189368}","{""1"": 0.21626502393915564, ""3"": 0.09604183311220821, ""5"": 0.2721066397726532, ""7"": 0.20376116817068562, ""10"": 0.18831174011132967}"
235,source_z,1.5155505414394719,4.8408946218890652,1.3301931438029575,1.5909626135058921,4.6559700088551974,4.8865904153933659,-3.3710398739538938,5,0,"{""1"": 1.590962613505892, ""3"": 1.5363894971384073, ""5"": 1.3784992966552716, ""7"": 1.3301931438029575, ""10"": 1.5155505414394719}","{""1"": 4.850565247175448, ""3"": 4.655970008855197, ""5"": 4.787119693520911, ""7"": 4.840894621889065, ""10"": 4.886590415393366}"
235,proximal_z,0.25777685327225108,1.1185088689000819,0.23032317359118581,0.27246734460891187,1.0416163924533812,1.1238477231301771,-0.8479709858410478,5,0,"{""1"": 0.26711223400184214, ""3"": 0.2577768532722511, ""5"": 0.24265004362525272, ""7"": 0.23032317359118581, ""10"": 0.27246734460891187}","{""1"": 1.1238477231301771, ""3"": 1.0416163924533812, ""5"": 1.0708674021938367, ""7"": 1.118508868900082, ""10"": 1.1204383304499597}"
235,background_rcv,0.060020076668291053,0.049923996988572215,0.056593556982072843,0.072701366833424,0.044180908743079006,0.059717064140728124,0.012304925586377982,1,4,"{""1"": 0.06002007666829105, ""3"": 0.05808074177968072, ""5"": 0.05659355698207284, ""7"": 0.072701366833424, ""10"": 0.06844886176873802}","{""1"": 0.044180908743079006, ""3"": 0.059717064140728124, ""5"": 0.04917421065611118, ""7"": 0.049923996988572215, ""10"": 0.056143936182360035}"
235,z_top_jitter,0,0,0,0,0,0,0,0,0,"{""1"": 0.0, ""3"": 0.0, ""5"": 0.0, ""7"": 0.0, ""10"": 0.0}","{""1"": 0.0, ""3"": 0.0, ""5"": 0.0, ""7"": 0.0, ""10"": 0.0}"
235,X1_jitter,2,2,2,2,2,2,0,0,0,"{""1"": 2.0, ""3"": 2.0, ""5"": 2.0, ""7"": 2.0, ""10"": 2.0}","{""1"": 2.0, ""3"": 2.0, ""5"": 2.0, ""7"": 2.0, ""10"": 2.0}"
235,valid_fraction,0.97999999999999998,0.89600000000000002,0.94199999999999995,1,0.84799999999999998,0.92200000000000004,0.083999999999999964,0,5,"{""1"": 1.0, ""3"": 0.98, ""5"": 0.942, ""7"": 0.954, ""10"": 1.0}","{""1"": 0.896, ""3"": 0.896, ""5"": 0.848, ""7"": 0.888, ""10"": 0.922}"
235,negative_control_rho,0.023167419749653237,0.019516630712154627,0.012220255710922872,0.049251005909581952,0.016512769515425959,0.042918220632360948,-0.0064106593280263933,3,2,"{""1"": 0.023167419749653237, ""3"": 0.022555018132483763, ""5"": 0.012220255710922872, ""7"": 0.04925100590958195, ""10"": 0.027300303483956827}","{""1"": 0.019516630712154627, ""3"": 0.02954042359758402, ""5"": 0.018630915038949265, ""7"": 0.01651276951542596, ""10"": 0.04291822063236095}"
235,X4_jitter,0.77024913124233763,0.36043348903655215,0.74376644705094463,0.86322228532520739,0.33107406158735841,0.42743050096129309,0.40820168172714943,0,5,"{""1"": 0.8108907315494776, ""3"": 0.7593440265393951, ""5"": 0.7437664470509446, ""7"": 0.8632222853252074, ""10"": 0.7702491312423376}","{""1"": 0.4274305009612931, ""3"": 0.34115214020238227, ""5"": 0.36043348903655215, ""7"": 0.3310740615873584, ""10"": 0.3620474495151882}"
235,background_drift,-0.15117408796049092,-0.064468829899141517,-0.20280621080725464,-0.14540133791473506,-0.084136711057261518,-0.032526102264290029,-0.097472134815999173,5,0,"{""1"": -0.16277951232136087, ""3"": -0.15117408796049092, ""5"": -0.14791933971308469, ""7"": -0.20280621080725464, ""10"": -0.14540133791473506}","{""1"": -0.07669386835420093, ""3"": -0.08413671105726152, ""5"": -0.05044720489708551, ""7"": -0.06446882989914152, ""10"": -0.03252610226429003}"
235,real_high_rho,0.11689055341354292,0.21024481468851758,0.11552683215072664,0.14756662209076354,0.1685246583282374,0.2451767240866089,-0.073212996928035956,5,0,"{""1"": 0.14756662209076354, ""3"": 0.11689055341354292, ""5"": 0.11552683215072664, ""7"": 0.12957288537737885, ""10"": 0.11675241850700249}","{""1"": 0.2207796190187995, ""3"": 0.21024481468851758, ""5"": 0.1685246583282374, ""7"": 0.18275816164235456, ""10"": 0.2451767240866089}"
235,excess_high_rho,0.098499982211893683,0.15570879723134423,0.07347715729950717,0.11497672852503689,0.12051938665532491,0.18733410492352956,-0.07235737639849267,5,0,"{""1"": 0.11497672852503689, ""3"": 0.10060355954562274, ""5"": 0.07347715729950717, ""7"": 0.08089106403116825, ""10"": 0.09849998221189368}","{""1"": 0.18733410492352956, ""3"": 0.15570879723134423, ""5"": 0.148687971507004, ""7"": 0.18170312872263703, ""10"": 0.12051938665532491}"
285,source_z,1.5155505414394719,4.5041843604880683,1.3301931438029575,1.5909626135058921,3.7296662331207626,4.5541666272674002,-2.9677948633496607,5,0,"{""1"": 1.590962613505892, ""3"": 1.5363894971384073, ""5"": 1.3784992966552716, ""7"": 1.3301931438029575, ""10"": 1.5155505414394719}","{""1"": 4.5541666272674, ""3"": 4.504184360488068, ""5"": 4.468970899500407, ""7"": 3.7296662331207626, ""10"": 4.536500312013948}"
285,proximal_z,0.25777685327225108,0.99667267647699587,0.23032317359118581,0.27246734460891187,0.79692679500265973,1.0295186102363236,-0.73889582320474478,5,0,"{""1"": 0.26711223400184214, ""3"": 0.2577768532722511, ""5"": 0.24265004362525272, ""7"": 0.23032317359118581, ""10"": 0.27246734460891187}","{""1"": 1.0035559013579904, ""3"": 0.9966726764769959, ""5"": 0.9819770757553173, ""7"": 0.7969267950026597, ""10"": 1.0295186102363236}"
285,background_rcv,0.060020076668291053,0.058910752549173662,0.056593556982072843,0.072701366833424,0.058278467739681122,0.062984035822208184,-0.00051272721819474454,3,2,"{""1"": 0.06002007666829105, ""3"": 0.05808074177968072, ""5"": 0.05659355698207284, ""7"": 0.072701366833424, ""10"": 0.06844886176873802}","{""1"": 0.06298403582220818, ""3"": 0.058593468997875466, ""5"": 0.05891075254917366, ""7"": 0.059450693013150153, ""10"": 0.05827846773968112}"
285,z_top_jitter,0,0,0,0,0,0,0,0,0,"{""1"": 0.0, ""3"": 0.0, ""5"": 0.0, ""7"": 0.0, ""10"": 0.0}","{""1"": 0.0, ""3"": 0.0, ""5"": 0.0, ""7"": 0.0, ""10"": 0.0}"
285,X1_jitter,2,2,2,2,2,2,0,0,0,"{""1"": 2.0, ""3"": 2.0, ""5"": 2.0, ""7"": 2.0, ""10"": 2.0}","{""1"": 2.0, ""3"": 2.0, ""5"": 2.0, ""7"": 2.0, ""10"": 2.0}"
285,valid_fraction,0.97999999999999998,0.94799999999999995,0.94199999999999995,1,0.90600000000000003,0.98799999999999999,0.032000000000000028,1,4,"{""1"": 1.0, ""3"": 0.98, ""5"": 0.942, ""7"": 0.954, ""10"": 1.0}","{""1"": 0.906, ""3"": 0.948, ""5"": 0.984, ""7"": 0.916, ""10"": 0.988}"
285,negative_control_rho,0.023167419749653237,0.028189837677438531,0.012220255710922872,0.049251005909581952,0.018476410573705051,0.031308375484508821,-0.00088953419348170373,3,2,"{""1"": 0.023167419749653237, ""3"": 0.022555018132483763, ""5"": 0.012220255710922872, ""7"": 0.04925100590958195, ""10"": 0.027300303483956827}","{""1"": 0.03130837548450882, ""3"": 0.01847641057370505, ""5"": 0.029056715185035668, ""7"": 0.01874085346866384, ""10"": 0.02818983767743853}"
285,X4_jitter,0.77024913124233763,0.41182990504125883,0.74376644705094463,0.86322228532520739,0.39061753173476177,0.42828289813510878,0.34751412149813632,0,5,"{""1"": 0.8108907315494776, ""3"": 0.7593440265393951, ""5"": 0.7437664470509446, ""7"": 0.8632222853252074, ""10"": 0.7702491312423376}","{""1"": 0.39061753173476177, ""3"": 0.4118299050412588, ""5"": 0.4240330282455034, ""7"": 0.39847876037964625, ""10"": 0.4282828981351088}"
285,background_drift,-0.15117408796049092,-0.096257349111893042,-0.20280621080725464,-0.14540133791473506,-0.12144159389960764,-0.064337662350061636,-0.053582743292672916,5,0,"{""1"": -0.16277951232136087, ""3"": -0.15117408796049092, ""5"": -0.14791933971308469, ""7"": -0.20280621080725464, ""10"": -0.14540133791473506}","{""1"": -0.12144159389960764, ""3"": -0.097591344667818, ""5"": -0.09625734911189304, ""7"": -0.08885994222167382, ""10"": -0.06433766235006164}"
285,real_high_rho,0.11689055341354292,0.16686283891944084,0.11552683215072664,0.14756662209076354,0.15571531030145219,0.22360062930770763,-0.038824756887909276,5,0,"{""1"": 0.14756662209076354, ""3"": 0.11689055341354292, ""5"": 0.11552683215072664, ""7"": 0.12957288537737885, ""10"": 0.11675241850700249}","{""1"": 0.18248821501655188, ""3"": 0.1557153103014522, ""5"": 0.15972041163223122, ""7"": 0.16686283891944084, ""10"": 0.22360062930770763}"
285,excess_high_rho,0.098499982211893683,0.14803581015218742,0.07347715729950717,0.11497672852503689,0.12387475453797539,0.164727008474088,-0.056187511480159366,5,0,"{""1"": 0.11497672852503689, ""3"": 0.10060355954562274, ""5"": 0.07347715729950717, ""7"": 0.08089106403116825, ""10"": 0.09849998221189368}","{""1"": 0.15498527464895062, ""3"": 0.12387475453797539, ""5"": 0.12966466877966654, ""7"": 0.14803581015218742, ""10"": 0.164727008474088}"
